Tweet,Label
semua harus di bayar dengan balas dendam -sasuke uchiha,Anger
karena saya kesal di detik2 terakhir masih ada aja yg jd,Anger
"ga punya ayang, sedih jadi fans man utd, sedih sedih²",Sad
"alias udh pada cape bgt sm kelas gue ""ini kelas unik ya"" wkwk. bedanya kerasa bgt pas gue kelas ipa 1 waktu kelas 11 walaupun pandemi. ipa 1 sepi bgt anjir, dan walkelnya killer ribet gt lah. ipa 3 selalu begitu diangkatan gue dan selalu dapet walkel yg asik santai",Neutral
"mental terbiasa instan hrs dihilangkan. dlm semua hal, sukses butuh proses dan tentunya hrs dibarengi progress. trofi hny bonus slm proses membangun tim yg solid. kecewa dg kekalahan dan kegagalan itu wajar. tp itu adlh jln yg hrs dilalui. badai pasti berlalu.",Neutral
ini sebenarnya pak richi ada rasa sama ibel tapi takut,Fear
sakit perutnya luar biasa bikin meringis,Neutral
sebanyak 85% wanita dan 73% pria mengakui bahwa rasa marah dan kesedihan akan berkurang setelah menangis.,Neutral
"faisal basri udah kesal sangat. abisnya si bakhun bela jokowi pake gigi lima, gaspol. sebelum live ngomongnya lain, pas live lain lagi. ya udah, saatnya keluarkan aji pamungkas.",Anger
iihh kok enak liburr,Joy
"biasa nya begitu pang.. atau nunggu buln depan nya lagi buat bisa beli :"") agak miris dengan skincare yg agak mahal.. :(",Sad
"berkoar-koar sajalah yg kek gini sudah di sumpal pakai duit la diem la termasuk yg ngamuk-ngamuk di sebut jin buang anak, jin nya saja gak marah kok..yg manusianya ngamuk-ngamuk, sadarkah kalian itu sudah di provokasi woii ? di kampung saya jg ada tempat yg disebut gitu",Anger
bukan pick me tapi dijamin emosi,Anger
kaka juga iya wangi enak aja,Joy
tapi dulu suka sama aoi pake banget seehhhh,Love
mood ku bagus sejak masuk sma,Neutral
ngulang dr 1-3 tapi kamu tryhard yg chamber 1 aja.. 2-3 nya santai tapi harus clear aja yg penting,Neutral
"kasihan banget ya kamu ketemu cowok kayak aku gini.udah ga ganteng,suka curiga,sama cemburu lagi ahaha",Sad
hah takut bgt,Fear
"lanjut gais. bbc skincare ini produk local ya, yang paling aku cinta n demen itu karna tekstur creamnya lembut ga lengket di aplikasiin ke muka enteng kaya ga pake apa2, ga ngedempul, kulit muka jadi cerah n glowing natural",Neutral
jadi takut pacaran,Fear
iya emg enak,Joy
"capek bgt packing barang"" mna bnyk debu. tpi sedih krna bnyk knangan sih walopun cmn setahun tpi itu rmh udh bnyk aktivitas kita lakuin di situ",Sad
"komenannya ga jauh dari kata 'normal', sakit hati gua bacanya.",Sad
"kyak gini nih manusia paling tolol! dikit dikit bawa agama, pola pikir goblok berkedok agamis.",Anger
"yakan, semangat ngapalin treasure nya",Joy
"cermin itu telah lama pecah,jangan bilang ""serambi mekah"" sebut saja aceh",Neutral
jgn pergi anda kata ustadnya ya suka suka dialah stad wkwk,Joy
"set komemoratif ulangtahun jubli emas mrsm ke-50 bakal dilancarkan 14 februari ini edisi terhad & eksklusif kehebatan tidak dilahirkan, ianya dicipta kehidupan, suka duka, pengalaman dan cinta pertama bermula di mrsm abadikan kenangan anda pada ulangtahun ke 50 mrsm.",Neutral
ayang aku yg ini lagi camping kali ya berdua sepi amat ayang,Sad
jatuh cinta karna suka jatuh cinta karna kasih sayangmu,Love
aku bahagia karena satu hal karena aku bermimpi. aku suka sekali bermimpi dan selalu berusaha untuk mewujudkan nya. -hara (kara),Neutral
"wow sangat berbeda hahah, semoga hari sabtunya ikutan cerah juga",Joy
"seru, runa. kalau ngga gangguin beliau, suka gangguin anak aku. kedengeran gabut banget ya aku tuh.. btw, runa lagi ada kesibukan apa akhir-akhir ini?",Love
tolong panik ini melanda lagi,Fear
"hanya orang bodoh yang mati demi cinta, aku akan bertahan hidup untuk cinta. - ryo saeba",Neutral
"betul org cakap, kalau tak bodoh bukan bn namanya..",Anger
"semangat kementerian bumn pak mentri bumn erick thohir bumn hadir untuk negeri demi pemerataan pembangunan dan kesejahteraan masyarakat indonesia semangat pak,",Joy
"kelas gue ya gitu deh kayak kelas biasa, sesi a ribut bgt tp sesi b nya sepi bgt huhu hobinya ngevlog dikelas apa aja kalau ada kegiatan selalu dibikin vlog",Neutral
ternyata bkn aku saja yg diperlakukan seperti itu. cewe lain jg sama specialnya dimata dia,Neutral
woww meniaga angin tuhan bagi free pon boleh kaya raya. kera bodoh tipu manusia bijak pandai. berjaya plak tu,Neutral
"bener ya ilmu padi, semakin berisi semakin merunduk. makin kesini, makin dewasa, makin tau banyak hal, sekalinya emosi yang dulunya diluapin sekarang pilih buat diem. ngga suka sama orang, diem. kesel, diem. diem mulu idup gue",Neutral
"sering-sering bikin au taeyong yaakk, seruu! semangat teruss nob",Joy
pagi ku cerah karena dapet kabar baik jimin udah sembuh walaupun hari ini hujan deres bgt di dom ku vote for at the,Joy
"noblesse di webtoon eng udah daily pass, dulu gue kebut bacanya di eng sebelum dia daily pass wkwk tolol bgt",Joy
"aku pake charming wanginya tahan lama bahkan klo kringetan, wanginya tambah nempel di baju. klo freshy wanginya bunga banget, aku gk begitu suka bunga jd charming worth to try buat aku",Love
"cewek merasa bahagia ketika pasangan meng-anggap dia ada, meng-anggap dia penting, dan meng-anggap dia cewek satu-satunya",Neutral
iya kann aku aja sampai kaget katanya mereka juga udh pada tau klo mirip,Fear
pagi yang normal dan sejuk,Neutral
hai pagi semua!! selamat berakhir pekan semangat buat hari ini,Joy
pagi pagi dapat kabar bahagia,Joy
takut ditinggal ayang..,Fear
"asli ikutan sedih banget denise out, aku suka banget suaranyaa:(",Sad
"aq dh 5 kali approach..smua ke reject..sedih siot..siap depress..tu la nk ckp takut nk approach dulu x la tp effect after approach tu yg prob..klau diterima ok..lau x sedih,malu,marah semua ad..and its effect ur life..kdg rasa penat dah nk hadap",Anger
"kalau dari awal nak set senang je, baik awak cari anak orang kaya je. Kesel",Anger
ini boleh ga si aku kecewa or marah sama dia haha.. cuma krn aku beli acrylic frame trs majang pc bareng sama polaroid ortuku dia blg gini apa aku doang yg sensi nih ya dikira nge kpop bikin lupa semua hal? bahkan ortu sendiri? lo bikin gw makin ga mau kenal spesies cowok dasar idiot,Anger
saturday gini tl gua sepi,Neutral
"aku bukannya over atau lebay, aku cemburu, aku khawatir, aku bawel itu karna aku sayang dan takut kehilangan. itu aja. :')",Fear
diaku ngga bgt jerawat makin meradang sampe sekarang on off mulu sedih bgt aku:),Sad
"ga ada waktu, apa takut ada mata2 ww",Fear
"ronaldo berkata :"" jangan sedih yak, besok abang beliin truck.""",Neutral
kak bisa ke sf jg keren dah jujur takut tapi seruuuu,Joy
"jasa! hai yang butuh joki mandarin berupa tugas, realtime, tulis hanzi dll bisa ke ya! joki tulis biasa, joki ketik juga bisa kuliah di salah 1 universitas di beijing hsk 4 dengan score 289 pengerjaan cepat fee bersahabat",Neutral
"besok disuruh ikut acara keluarga di puncak, badan rasa-rasanya lagi gak enak dan salah satu saudara jg ada yg gejala mirip covid tapi tetep mau datang dan gak mau diperiksa. udh bilang ibu biar gak usah datang, eh, malah disuruh pakai masker double aja di sana. bete bgt.",Anger
ni ngetik sambil sedih apa gimana ni air mata ngucur mulu,Sad
"alhamdulilah aa, jimin udah sembuh. berarti gue juga harus semangat dong biar bisa sembuh",Joy
sedih bener niih club ya,Sad
walaupun ketutup masker suka banget aura mark disini ampe merinding,Love
"ini denise ya? sedih vine ent. ngelepas anak se-multitalenta ini, tapi ya gimana lagi sepertinya ini jalan terbaiknya..",Sad
anjing!! akun tolol,Anger
"jangan pikirkan kegagalan kemarin, hari ini sudah lain, sukses pasti diraih selama semangat masih menyengat.",Neutral
"aku gak suka yang bertele tele phi, enaknya makasih na phi! jangan bosen bosen kasih aku makanan dan kawan kawannya",Joy
"anj j1min aing udah mau sedih, sialan lu ngetiknya kek gi mati aja, gk jlas lu ji udah lah gi gak usah d kasih jatah 5 bulan aja",Anger
dear cowo : kenapa si kalian suka banget ga gasi kejelasan sama cewe apa kalian itu aslinya lagi deket sama banyak cewe dan ga mau mereka hilang,Love
pengabdian yang terpuji meskipun terlihat biasa,Neutral
perghh santai betul fav breakfast food kau :d,Neutral
"kaget plus deg-degan pas ada pelanggan cewek yang negur saya pas lagi nongkrong di cafe. kayaknya si anak kedokteran ya, bening sama cantik bat, heran. mana suaranya lembut bat lagi, jadi keinget suaranya kak yessica",Fear
bangun tdr liat fans mu pada marah marah taunya hadehh,Anger
gue benci banget sama mantan,Anger
"pacar di rebut batur? kalem ulah sedih, nu aya brsyukur eta tandanna gusti allah nyaah ka maneh, geus misahkeun maneh ti jelma nu gampangan.",Sad
"padahal gw stay di lokasi jg dianggurin lol buat apa lu nge-hire org luar klo kyk gini ceritanya tolol jd ga pengen gw duitnya mereka gajelas bgt, bikin stress doang, padahal mah ya tinggal beresin doang si, proyek dah kelar juga, dibikin pusing amat",Anger
pengen blink selca day tp malu.,Fear
"seperti biasa ya, pagi2 mules",Neutral
makin sedih,Sad
"ternyata beda ya dianggap sekadar suka sama tmpt cerita kebayang gmn poteknya dewangga waktu nanya ke april ""kamu beneran cuma anggap saya atasan yg kebetulan suka sama kamu ya? bukan laki-laki yg mungkin bisa kasih kamu a shoulder to cry on? a sharing partner instead?""",Sad
pagi² lagi da kena spam ending aot dengan demon slayer dekat tiktok murung weh sabtu ni,Sad
bangsat banget,Anger
jangan pernah merendahkan diri sendiri karena kita itu luar biasaa,Neutral
"wlopun bukan bagian fandom, tp tiap ada member boy/girlgrup keluar tuh rasanya ikut sedih:""",Sad
"masih pagi loh, udah ada yg bikin emosi aja",Anger
gue suka banget liat pergerakannya dah,Love
terus ngapain dipacarin kalo ga bisa kasih kepastian entar kalo ditinggal nikah sedih + nyesel,Sad
makasih nokaav bahagia selalu juga,Joy
"regina, kalau ingin cerita boleh dm aku ya regina. jangan sakiti diri kamu. aku mungkin blm tahu permasalahan km, tpi aku mengerti jk km lg ga baik aja. semoga km selalu diberi kekuatan ya regina. km boleh sedih, tpi km harus tetap semangat dan hadapi sgalanya. aku dsini regina.",Neutral
belajar investasi di masa muda,Neutral
((ngaku aja)))) lah bego ngajak2 gak nder yg nganggep adek cuma anak kecil lu doang,Anger
apaa kabar? jangan lupa sarapan,Neutral
"marah gpp nder wajar itu, asal jgn berlarut"" ya, jgn jg doain jelek ke mereka, karena apa yg kita tanam itu yg kita tuai, jadi tenang aja, yg penting kamu ttp jadi orang yg baik okay? send love, u deserve better and the best partner",Joy
wkkw ribet banget. udah paham kok di paksain jadi tolol gak paham. hadeh,Anger
"dan pernyataan cinta itu dibalas oleh muyi, mrk lalu saling mengirim pesan manis di akun sina weibo masing""",Neutral
"selalu guru inget krn kelasnya beda aja vibesnya, penyerap energi guru guru krn kayak guru sblm masuk kelas mipa 3 awalnya santai santai aja ada yg semangat pas keluar kelas gue serasa logging out keserap energinya ama kelas gue",Neutral
harus semangat nyampe go nanti!,Joy
"dan gue harap sih ke jadian, si te suka sama ggvk bucin cinta ama dia tapii semuanya terlambat karna ggvk dah pergi biarin dah dia idup dalam penyesalan hidup dalam penyesalan tuh lebih sakit dibanding dikasih karma yg datang cuma sekali",Love
"alhamdulillah,, dapat kabar baik",Joy
takut limit wkwkw,Fear
"hm, tp jawabannya bukan versi 1 detika sih ini, tp tetep menarik dibaca",Neutral
"aslii suka banget dulu pas masih sd-smp naik becaknya kakek trus penumpangnya aku ama nenek mau kepasar, atau ga kita muter alun2, astaga kangen",Love
sedih aingg,Sad
malu kat fattah amin. berlakon kayu pun dia tak tengok kamera tauu,Fear
"takut tapi tetap percayalah diri, bismilah yuk bisa yuk",Neutral
"waktu aku mulai tau, kalau ternyata dahyun twice aslinya tenang dan misterius banget.. padahal awal aku stan twice karena dia, dan ngiranya dia bobrok abiess tapi gapapa sih tetep sayang",Love
"kalian pernah mimpiin seseorang yg random? dan lgi ga mikirin org itu, mimpinya absurd dan kerasa nyata, kaya klo mimpiin org lain tuh aneh aja padahal sebelum tdr biasanya udh prepare diri (doa dll). dan sebel jg apalagi pas tidur kebangun gara2 kaget/ada suara bising:(",Anger
"halo sayang!! si cantik-cantik ini suka banget pda, udah lulus s3 bucin di tl ada kak cei , kak lyora , kak vee , clara , cici iko sama kak lila ini carrdnya sukses yaaa",Love
ganti saja dengan kata komplotan,Neutral
"iya itu kan dulu, taun lalu, sebelum tobat jadi pemuja fol ges, ngeyel banget kamu. kamu gatau saya ini pemuja fol ges, profil pake fol ges, mengakui klo fol ges itu godfather saya? kamu tolol banget sih. aku jijik banget sm kmu. capekbbggt:((",Anger
sebenernya males bbgt gue tuh kalo bikin persona seolah2 gue biasa aja sama newwie padahal nya mah gila bangt akwkwawkkawkaw,Joy
semangat ya aku juga sedih soalnya tapi tetap konsisten ja,Sad
kemaren di tempat saya ada truk angkut air isi ulang yg terguling juga tapi tidak ada yg menjarah padahal situasi sepi,Neutral
"oalahh.. yowes dh, semangat",Neutral
"mau apapun yang aing post di medsos ya berarti aing merasa hidup aing udah cukup , bukan buat alesan saria nginjem duit ka aing dan ga bayar hutang, makin sini kaya makin tolol aja emang orang2",Anger
wkwkwk tolol,Anger
"duh tuh anaknya nanti kelakuannya mirip gue banget deh. biar bisa dinasehatin terus tiap hari. daripada dulu suka nyindirin gue berkedok self reminder, mending langsung kasih copy pastenya aja ke mereka tuhan haha",Anger
kaget bener suka tetiba logout tapi ga limit,Fear
berita palsu jangan sebar! tindakan tegas akan diambil,Fear
"iya, rupanya enak cosplay jadi nasa",Joy
"aquarius gak pinter bohong, to the point banget dan kadang karena to the pointnya dia itu suka bikin sakit hati jadi takut ketemuan",Fear
kasih semangat dong moots,Joy
"sedih juga sih, sebenarnya mungkin mrk masih punya rasa bersalah maki2 ulama kcuali pki asli tp krn ekonomi sengaja di rontokkan, drpd mencuri di gebuk dan dibakar org sekampung, pdhl perut lapar smoga yg masih punya iman, cepat nyadar",Sad
ngk semangat idup,Sad
"lope u ci, makasih udah mau dengerin keluh kesah aku juga, masih suka ngerecokin ci adel sayang banyak banyak",Love
handy mandy nih bapak ak yang anti banget kartun tapi belio suka,Love
"gue paling suka romansa sama jolly, wanginya manis tapi pas. kalo yg manis banget itu charming, soft tapi manis banget. kalo pengen gak terlalu manis bisa coba yg fantasia. kalo freshy aroma manisnya beda, gak soft gitu manisnya lebih ke nyegerin. this is my opinion.",Joy
belum nonton aja dah sedih.. sedih ga bisa baca judulnya kampret,Sad
bingung banget barcode apa ku kira dia shopping soalnya aku kalau kesal atau badmood suka jajan :'&lt; ternyata self harm astaga,Fear
gatau kenapa kalau orang manggil gue dengan sebutan 'cece' gue suka banget,Love
"rep aja bro, takut nanti nyesel belakangan",Fear
"termakan sumpah a” da_pink kartu undangan berwarna merah terlempar begitu saja. secarik kertas itu bagaikan musibaha besar yang membuat kepercayaan diri sarah nyaris lenyap. satu per satu sahabatnya melangkah menuju pelaminan. sedangkan ia, masih betah melajang di",Neutral
ngeri bgt semoga ga kenapa napa,Fear
"jika kau tertawa kau akan bahagia, walau disaat sedih apapun",Neutral
pernah kah anda mndengar crt kbahagian yg hakiki di dunia yg fana ini.. trus kesenangan yg hakiki itu yg bgmn.. tak pernah merasa sedih gitu.. trus misal kalo laki sudah tidak kuat lemah cari nafkah apa layak di tinggal pergi.. di usir..,Neutral
bego dimananyaa. eluu ihh,Anger
jd sedih aq,Sad
ada sedikit penyesalan kenapa gak dri awal aja gue suka mereka pdahal gue udah tau mereka thun itu mereka booming banget tpi blm tertarik untk suka suka exo 2021 ni itu pun ya gra2 tmn krena dia juga bru suka exo di 2020 dia selalu nunjukin gue ttng exo jdi gue cri tau jga,Sad
aowkowkwok mau sedih tp udah terbiasa jd mari tertawa saja,Joy
lagi kesal gegara kelompok,Anger
"itu normal attack set is for hima maksudnya dia bisa make arte yg bonusnya na buat dps kayaknya, macam 4 gladi 4 hod gt",Neutral
"sedih banget ketika orang tua ekonomi nya lagi susah tapi berusaha keras untuk kebutuhan anaknya. maafin aku yaa pak, yang selalu nyusahin. semoga nanti bisa berkali-kali lipat buat bahagia ibu dan bapak",Sad
"haha kamuu gemes banget puol, kamu suka dijadiin temen aja kah?",Love
gw takut bgt kaoru ngentott,Fear
"dulu pernah install tiktok gr2 pandemic, iseng di rumah nganggur mo ngapain, tp begitu lht komen2ny gw kyk kebawa ikutan ""downgrade"", gw miskin, gw mgkn bego, tapi ga sehina itu, ngehujat org pakai komentar2 yg kl lo baca, 'heh, serius ini org indo yg komen'?",Anger
"biasa aja, gue malah tiap update di igs lebih gatau diri caption nya tp disaranin jgn dibawa ke tt, warga sana lgsg ditelen mentah2 trs tar nain yg diserang. kyk wktu itu jm digosipin dating, si mba nya lgsg diserang netijen indo pdhl mba nya jg org indo",Neutral
kita sangat khawatir ada orang yang melihat dan mendengar maksiat yang kita lakukan di balik dinding sampai kita lupa bahwa ada allah maha melihat di mana pun kita berada dan malaikat-nya yang selalu berada di sisi kita punya pena.,Neutral
berita bangke.. dan mereka makin exis dan dah kgk punya malu sama sekali.. keheed keheed. jgn sampe anak cucu ane kayak gini. najiiss,Anger
semangat pagi,Joy
"waduh waduh, saya pecinta mcflurry mau maju deh. hallo, sender. pertama mau bilang makasih sudah menjadi manusia baik, nama saya rakael. biasanya dipanggil sayang si, hehe. saya suka banget mcflurry asli, yang oreo tapi. soalnya mcd deket rumah banget, tinggal ngesot.",Love
"iya sama"" jadi semangat abil liat vidio kamu",Joy
"kalo contoh di sini berarti kaya melebih-lebihkan kalimat gitu, ""this is a good reminder"" kan artinya bagus aja, kalo ""this is such a good reminder"" artinya bagus banget sampe yang melampaui batas normal gitu, kaya dihiperbola",Neutral
rich itu udah lama sekali rich ngehapus sebagian memorinyaa kaah? kek dia benci sekali memori ituu dan dia gamauu inget?,Anger
"diingetin google photos, udah lama banget engga ke lulu bsd ya ternyata. pdahal seru banget makanan2nya si yg dulu gasuka olive+humus, jd suka banget",Love
"guys, crush sender jadi sering reply sw sender..ini sender kudu seneng karna di reply trus, atau sedih kayanya dia nganggep sender sebagai temen doang..btw kita udh hampir ga chatan selama sebulan trus dia tbtb sering reply sw sender gtu",Sad
"gimana klo beautiful goodbye jadi lagu debut chen gara"" dia tau klo fansnya tau dia udah nikah, bahkan udh punya anak, dia bakal ditinggalin sma fans"" fake, jadi dia say goodbye sma kita lewat lagunya, gimana klo dia cuma pgn hidup normal aja kya org"" biasa? shit idk aku kangen rindu berat ama dia",Neutral
"kemarahan bisa begitu memuncak hanya karena awal yang remeh. marah pada orang lain adalah kelemahan, begitu juga dengan menghindari mereka. kita digambarkan bagaikan prajurit yang desersi, lari meninggalkan tugas, dan di dalam dunia militer, perilaku desersi sangat terhina.",Neutral
"scorpio sekalinya udah suka atau sayang sama orang (gak harus pacar, temen pun berlaku) semua bakal dia kasih.. tapi sekalinya orang itu ngecewain dia, dia bakal inget terus kesalahan itu dan dendam",Neutral
"lucu, sedih, serem kek kok bisa sii",Neutral
"terbunuh sepi 8/10 bukan lagu boyband, tapi dibawain mereka jadi keren bgt dg harmonisasi yg wowow bikin mrinding, disini bener2 nunjukin kualitas vocal mereka sih",Sad
masih mendung cerah,Neutral
"gabisa banget nyetel takut, i feel gonna cry",Fear
kelisa tu mmg marah sampai berasap hidung,Anger
hukum bangsat hanya buat bangsat !,Anger
"enggak kok,emang sedih kalo bener ener ngerasain diposisi pram or niskalanya",Sad
heh kenapa nyesek bgt inii pagi2 baca ginian sedih aing,Sad
"pagi2 denger kabar kawan main yg kieu pisan pindah rumah ke luar kota ikut suaminya udah kawan sedikit, segala beda domisili );",Sad
saya setuju dengan segala statmentmu tadi hanya saja khusus indonesia untuk diiplementasikan seperti itu amatlah berat. bahkan pemerintah pun jika ingin bikin kebijakan seperti ini agak sulit karena bakal banyak pertentangan dari kaum maha suci baik verbal maupun fisik nantinya,Neutral
"malu sama oc sendiri pengen sih kykny juga lebih santuy drpd fandom police tapi gak kesampean, sedihhh",Sad
ga semangat karna ga di semangatin ayang,Sad
poin ke 3 tolol banget anjir astagfirullah,Anger
"kalo biasa dengerin apa kata pastor, jangan ngomongin al-qur'an. lompat pagar namanya. jangan jadi begolah",Anger
still can't help but feel so curious about her face. secantik apa sih kak raline sampe gege gak mau nunjukin fotonya ke orang-orang karena takut pada naksir gitu ya?,Fear
semangat ka bitt! semoga sempronya lancar,Joy
"namnjim lag like like nya ngeri bgt, anak buah imam jumbo emg sama aja semuanya",Fear
sampe temen temen aku inget aku suka banget sama lagu ini haha,Joy
"banyak kok film barat yang romance, tapi ak suka banget sama film pride & prejudice",Love
gabole marah  nanti cepett tua,Anger
hmm. enak sih. tp manis banget wkkwkw,Joy
"cantik itu luka suka banget gilaa, satirnya kerasa banget",Love
sedih banget kan,Sad
senang bgt ya bs mengumrohkan org banyak,Joy
"nggak nunggu lebaran pak,minggu bsk sdh mgatur2 org kerja,keluar rumah dan ngatur2 shaft masjid lagi. diusik terus, dibuat tidak adil terus. umat islam selain penyabar, jg bisa marah. jgn ditanya gmn kalau sdh marah.",Anger
"walau tubuh lelah dan lisan tengah marah tetaplah berdoa. sebab tuhan melihat tengadah kita yang pasrah dan hati yang ikhlas dalam mengharap kepada-nya. walau aktivitas kita menggunung, indihome selalu menemani untuk urusan online-nya",Neutral
"banget nomor 3 bikin geleng-geleng kepala, i can be cute and mature at the same time, suka banget babying and pampering pasangannya. suka share tmi apalagi dengerin cerita tentang keseharian kamu sambil pukpuk gimana? kita juga bisa pacaran love hate relationship yang",Neutral
masih sepi gasih kok belum ada ysd yg lewat,Sad
"itu la tu. tgk biceps kiri pun nampak bekas bcg tu. tak kerana vaccine tu, dah cacat kena chicken pox.",Neutral
pas mark live ig kemaren ada yang nanya ada live koreografi g.. lagu mark tuh sedih masa lu nyuruh mark nyanyi sambil ngedance yang bener aja,Sad
"oh, lagi lagi alasannya karna takut dipakai buat hal hal negatif (kayanya mereka tau kalo rp itu ada nsfw nsfw nya), makanya sampai saat ini baru aktris thai aja yang gak mau di pakai wajahnya. aktornya belum.",Neutral
"mjb, yanfei bisa, enak banget malah",Joy
alhamdulillah ga malu,Joy
gpp kalo ga aneh takut new owner,Neutral
pagi tiba tiba baca banyak berita di tl cebong ngamuk ngamuk dan cari banyak alasan tentang dewa nya tidak di hargai luhut saat pidato.cebong menghibur diri pura pura bahagia.cebong cebong bodoh idiot kalian itu permanent.mentang mentang gratis loe ambil semua bodoh nya.idiot,Anger
"aa lucu bgt sannie kalo takut matanya jadi gedee, imutttt :3",Love
"orang tuanya ; ""oh gini toh kelakuan anakku yang sebenernya"" sambil muka emosi ala sinetron yang ngomong dalem hati.",Anger
"jangan biarkan mimpimu terkubur perlahan oleh waktu, lakukan yg kamu impikan, hidup terlalu berharga melakukan sesuatu yang biasa gigitch",Neutral
"morning cantik, kebetulan nih kala pakai fc taehyung dan side fc nya jungkook jadi pas buat kamu wkwkw avail buat hari ini bisa kok tipikal aku itu suka banget bawel sama pacar terus juga kadang suka cerita hal random gitu dari mulai sambang sampe merauke wkwk bahasanya",Joy
heh podooooo! aku suka banget kombo tawar ijo dan meses itu.. fusion banget aromanya. elah.. fusion!,Love
suka banget di sini,Love
"hah iyakah masya allah, ya udh klau emng sibuk bgt gpp fokus dlu aja, wajib balik pas hari h yah ayang ditunggu kabar bahagianya",Neutral
negara kita negara demokrasi saling menghormati lebih penting. nur wahid takut banget sama namanya museum,Fear
sedih dijual semua,Sad
"bayangin aja ryo: ani sihh aced: tau tuh, kena marah kan lyan: lah kok aku?? berakhir gelut bertiga",Anger
engga soalnya rambut gw jelek + malu auratnya keliatan kaya ga nyaman gitu kalo gw,Neutral
"tak perlu kecewa, kalah dan menang dalam permainan hal biasa.",Neutral
"sikap terbuka lb menyenangkan. hasil penelitian washington state university (wsu), pullmanas,menunjukkan sikap tbk dpt mencipta kan perasaan positif.mrk yg berperilaku tbk jg lb menyenangkan,teliti,& memiliki emosi stabil. sebabnya mrk tdk terbatasi oleh tekanan luar (media ind).",Neutral
"semangat buat kamu yang lagi latihan, ya walaupun gak ke notice. semangat",Joy
"namanya fani orang yg paling ga tau cara bersyukur orang yg kalo ko nasehatin, ngga bakal di dengar batu batu batu sedikit buat nyaman, bakal selalu dipercaya sedikit suka, ngga bakal di tegur sapa labil labil labil mudah stress kalo terobsesi, harus dikejar dan terakhir,boring",Neutral
"siapa tau lewat tl twitter anaknya, biar malu tu orang, makhlk tdk tau diri gitu",Anger
"iya anjir wkwk ngakak. sama kaya sakura pada ikut2an benci. nonton juga kaga. anehh. mending villain yg hakikatnya memang jadi musuh. lah ini mereka bukan villain anjir, punya chara development, dah lah imo yg benci mereka kebanyakan cuma kaum ikut2an biar dikata keren wkwk",Joy
"sebb tu kalau org2 macam ni nak jalan aku buat x tahu je, selamba je jalan. kau x de hak nak halang2 jalan org. kecuali ambulans. bodoh",Anger
"stop aja udah stop, yang sini tiap hari mandinya pake air juga biasa aja",Neutral
"halo siang kak , nyambung ke ursula nih^^ sorry udah bikin gelisah izin cek ya - ursula",Neutral
semangat ktnya,Joy
saya lebih suka otoriternya alm pak harto. harga dikontrol mafia pangan gak berkutik. migas dikontrol gak ada yg berani nimbun. preman disikat masyarakat aman tentram. sayang org2 disekelilingnya kurang baik. ada gbhn dan repelita arah pembangunan yg jelas.,Neutral
"diam, adalah jawaban terbaik untuk menghadapi orang bodoh!",Anger
kenapa aku suka banget banget sama cilor..,Love
"huee ngakak that ah wkwk, mayan lah suntikan semangat sebelum perform",Joy
ketiduran nunggu kabar dari ayang,Neutral
sdf! rek info sarapan pagi seng enak wkwkw,Joy
semangat menambah,Joy
"kamu yang tolol + kayak tytyd. ngejawab tapi ga rinci, pakar apaan kek gitu, iq 69. emang saya ngomong klo saya ateis? saya kan nebak skrip kamu, pasti kamu bakal ngatain saya bukan ateis gegaran ga follow akun ateis. dan benar tebakan saya",Anger
"morgana kan ganyu dps, jelas normal att burst 6/7 aja",Neutral
non fan tapi ikutan sedih baca sudat denise,Sad
"enak nih, pagi2",Joy
kesayanganku lopenio ga ada duanya cuma sayang wony meski suka marah tapi aku ttp sayang ayang,Love
"gue setiap mau nge-drive thru makanan di pake motor suka sungkan. padahlkan kan bisa ya (: soalnya gue suka ngata2in orang dalem hati, maaf bnget nii (: ""dihh aneh banget itu kan drive thru bukan ride thru"". wkwk",Love
"kaya suka banget mikir ""gimana ya kalo grup a pake cb ini?"" ""grub b keknya cocok deh pake konsep kaya gini."" dan pls ingin gue wujudkan",Love
"orang mah enak punya tempat curhat *selain tuhan ya maksudnya* lah gua kalo curhat ke sape? guamah ngomong bener bisa disalahin, apalagi salah huft",Anger
"nggih mas, aku bingung aja, takut salah beli obat",Fear
"aku saat skripsian. temen-temen udah seminar proposal, dan aku masih stuck sama dospem yg nggak ada kabar 2 minggu. alhamdulillah lulus, masih suka nggak nyangka",Neutral
guru gue campur campur aksennya anjir.. suka kudu teliti banget liattin gerak bibirnya t_t,Anger
masih kaget tb2 di jepang,Fear
"namun, untukku itu hal tabu dan ga baik untuk di lakukan, apalagi dada itu aurat nya cewek, hal sensitif nya cewek, meskipun masih kecil itu ga bisa di lakukan. kalo dilakukan terus menerus lama2 jadi biasa bagi yang melakukan, dan bakal di bawa sampek dewasa sumpah itu ngeri.",Fear
"makanya gak suka banget kalo udah ikut campur, krn bukan bikin benar dan menenangkan, malah campur campurin makin awur awuran. i lost respect to you since years ago. so shut up",Anger
beomgyu sekalinya muncul suka bikin nangis soalnya kangen soalnya sweet berat banget,Love
ketika dokter pembimbing demanding suka nanya2 tetapi dia baik banget,Joy
mau marah tapi bener gimana dong happy taehyun day _21_,Joy
sepi banget tumben,Sad
"ga makan duit haram kak, makan nasi lebih enak.",Neutral
kalau ketemu dongkrak antik apa gak malah takut itu bocah?,Neutral
"gapapa masih ada besok, ayoo tetap menyerah jangan semangat!! :(",Sad
